   +1.000000E-3;   +1.527480E+6
   +2.000000E-3;   +1.548450E+6
   +3.000000E-3;   +1.542773E+6
   +4.000000E-3;   +1.567714E+6
   +5.000000E-3;   +1.553077E+6
   +6.000000E-3;   +1.565352E+6
   +7.000000E-3;   +1.533058E+6
   +8.000000E-3;   +1.530353E+6
   +9.000000E-3;   +1.522903E+6
   +1.000000E-2;   +1.514728E+6
   +1.100000E-2;   +1.553771E+6
   +1.200000E-2;   +1.555566E+6
   +1.300000E-2;   +1.548133E+6
   +1.400000E-2;   +1.502605E+6
   +1.500000E-2;   +1.465737E+6
   +1.600000E-2;   +1.503294E+6
   +1.700000E-2;   +1.500106E+6
   +1.800000E-2;   +1.485024E+6
   +1.900000E-2;   +1.502424E+6
   +2.000000E-2;   +1.501396E+6
   +2.100000E-2;   +1.509134E+6
   +2.200000E-2;   +1.528031E+6
   +2.300000E-2;   +1.518960E+6
   +2.400000E-2;   +1.525776E+6
   +2.500000E-2;   +1.508750E+6
   +2.600000E-2;   +1.494283E+6
   +2.700000E-2;   +1.524081E+6
   +2.800000E-2;   +1.467677E+6
   +2.900000E-2;   +1.499602E+6
   +3.000000E-2;   +1.491427E+6
   +3.100000E-2;   +1.497830E+6
   +3.200000E-2;   +1.500053E+6
   +3.300000E-2;   +1.503793E+6
   +3.400000E-2;   +1.449749E+6
   +3.500000E-2;   +1.468418E+6
   +3.600000E-2;   +1.499798E+6
   +3.700000E-2;   +1.514916E+6
   +3.800000E-2;   +1.494427E+6
   +3.900000E-2;   +1.445657E+6
   +4.000000E-2;   +1.490529E+6
   +4.100000E-2;   +1.489818E+6
   +4.200000E-2;   +1.521819E+6
   +4.300000E-2;   +1.488474E+6
   +4.400000E-2;   +1.498706E+6
   +4.500000E-2;   +1.487524E+6
   +4.600000E-2;   +1.491547E+6
   +4.700000E-2;   +1.509717E+6
   +4.800000E-2;   +1.543968E+6
   +4.900000E-2;   +1.543144E+6
   +5.000000E-2;   +1.524993E+6
   +5.100000E-2;   +1.545214E+6
   +5.200000E-2;   +1.554079E+6
   +5.300000E-2;   +1.565393E+6
   +5.400000E-2;   +1.536531E+6
   +5.500000E-2;   +1.554216E+6
   +5.600000E-2;   +1.562589E+6
   +5.700000E-2;   +1.576251E+6
   +5.800000E-2;   +1.574331E+6
   +5.900000E-2;   +1.580389E+6
   +6.000000E-2;   +1.585426E+6
   +6.100000E-2;   +1.571531E+6
   +6.200000E-2;   +1.585903E+6
   +6.300000E-2;   +1.571655E+6
   +6.400000E-2;   +1.588467E+6
   +6.500000E-2;   +1.582583E+6
   +6.600000E-2;   +1.592421E+6
   +6.700000E-2;   +1.595493E+6
   +6.800000E-2;   +1.604701E+6
   +6.900000E-2;   +1.599588E+6
   +7.000000E-2;   +1.595609E+6
